Sr. No,RERA ID,Developer Name,Project Name,Location,Town,Tie-up status,Create Date,Status
2280,P52100010630,Yemul And Sancheti Associates,Yemul Yes Residency,Hadapsar,Pune East,No,29/10/2021,Sold Out
2281,P52100030696,Shree Sai Developers,Shree Sai Renuka Nilay,Alandi,Pimpri Chinchwad,No,31/10/2021,Active
2282,P52100029834,Chhaya Rohidas Walhekar,Chhaya Rohidas Blue Bells Phase 1,Hinjewadi,Pune West,No,31/10/2022,Sold Out
2283,P52100031287,Austin Realty,Austin Arena,Tathawade,Pune West,No,2/11/2021,Active
2284,P52100030663,Panchashil Properties,Panchashil 80,Moshi,Pimpri Chinchwad,No,2/11/2021,Sold Out
2285,P52100030567,Rama Spaces,Rama Krystal One Phase I,Moshi,Pimpri Chinchwad,No,2/11/2021,Active
2286,P52100029999,New Front EPS Ventures,New Front EPS Marvella,Narhe,Pune South,No,2/11/2021,Sold Out
2287,P52100031416,Balaji Realty,Raanwa,Mahalunge,Pune West,No,2/11/2021,Inactive
2288,OC Received,"S R Developers,Kothari Buildcon",SR Blossomm,Kondhwa,Pune South,No,2/11/2021,Sold Out
2289,P52100030693,Kamakshie Constructions,Kamakshie Suhas Sudhanva,Kothrud ,Pune Center,No,3/11/2021,Active
2290,P52100028036,Sargun Developers,Sargun RKH Golden Sunrise,Moshi,Pimpri Chinchwad,No,3/11/2021,Sold Out
2291,P52100029015,Avika Group,Avika Periwinkle,Baner,Pune West,No,3/11/2021,Sold Out
2292,P52100024042,Swastik Construction,Swastik Magnus ,Mamurdi,Pimpri Chinchwad,No,3/11/2021,Active
2293,P52100031302,Stone Shelters,Stone Laxmi Bappa Residency,Hinjawadi,Pune West,No,9/11/2021,Active
2294,P52100008908,KJ Group,KJ Tower ,Warje,Pune South,No,8/11/2021,Active
2295,P52100030704(OC Received),Trailokya Developers,Trailokya Bhupali ,Warje,Pune South,No,9/11/2021,Sold Out
2296,"P52100051339,P52100031120,P52100033605",Nexus Group,Nexus Kinaara ,Chikhali,Pimpri Chinchwad,No,9/11/2021,Active
2297,P52100028216,Mayuresh Constructions,Umakant Enclave,Handewadi,Pune South,No,10/11/2021,Inactive
2298,P52100003451 (OC Received),Stone Shelters,Stone Bappa Residency,Hinjawadi,Pune West,No,10/11/2021,Sold Out
2299,"P52100016884,P52100030687",Rose Crystal Developers,Rose Castle,Moshi,Pimpri Chinchwad,No,10/11/2021,Active
2300,P52100030193,White Water Infratech Pvt. Ltd,White Water Geeta Valley,Punawale,Pune West,No,11/11/2021,Sold Out
2301,P52100030980,Ranjekar Realty ,Ranjekar Shivrang,Sadashiv Peth,Pune Center,No,11/11/2021,Active
2302,P52100022989,Konbil Landmarks LLP,Konbil Konifer,Mundhwa,Pune East,No,11/11/2021,Sold Out
2303,P52100030737,Dolphin Group,Dolphin Garima,Ravet,Pune West,No,12/11/2021,Active
2304,P52100029708,Kwality Properties Developers,Kwality Mrudang Residency,Tathawade,Pimpri Chinchwad,No,15/11/2021,Sold Out
2305,P52100030796(OC Received),Sukhwani Associates Promoters & Builders,Sukhwani Palms,Wagholi,Pune East,No,15/11/2021,Active
2306,P52100031557,Kunal Group,Kunal The Canary Phase I,Balewadi,Pune West,No,16/11/2021,Active
2307,P52100031507,Gokhale Constructions,Gokhale Gurusparsha,Erandwane,Pune Center,No,17/11/2021,Sold Out
2308,P52100031691,VTP Realty,VTP Euphoria (Pegasus),Manjari,Pune East,No,18/11/2021,Inactive
2309,P52100021125,Snehmangal Tulip Developers,Snehmangal Infinity Pride,Punawale,Pune West,No,18/11/2021,Sold Out
2310,"P52100031595,P52100048177",Kasturi ,Kasturi Apostrophe,Hinjawadi,Pune West,No,18/11/2021,Active
2311,OC Received,SVS Properties,SVS Excellencia,Warje,Pune South,No,22/11/2021,Sold Out
2312,"P52100014002,P52100002613,P52100031569",Fortune Developers And Infrastructures,Fortune Uttam Townscapes,Yerawada,Pune East,No,22/11/2021,Sold Out
2313,"P52100030786 ,P52100030760",Excellaa,Excellaa Florence,Pirangut,Pune West,No,22/11/2021,Active
2314,P52100031289,Kalash Properties,Trove,Aundh,Pune West,No,22/11/2021,Inactive
2315,P52100029887,Snehmangal Tulip Developers,Snehmangal Infinity Cube,Punawale,Pune West,No,22/11/2021,Sold Out
2316,P52100031829,VTP Realty,VTP Velvet Villa,Manjri,Pune East,No,23/11/2021,Active
2317,"P52100031802,P52100031809",Gera Developments,Geras Planet Of Joy,Wagholi,Pune East,No,23/11/2021,Sold Out
2318,"P52100031418,P52100054598",Goel Ganga Developments,Ganga Platinum,Kharadi,Pune East,No,24/11/2021,Active
2319,P52100031415,Sukhwani Associates ,Sukhwani Araya,Rahatani,Pune West,No,24/11/2021,Active
2320,P52100030119,AMJ Land Developers,AMJ Land Greens,Thergaon,Pimpri Chinchwad,No,25/11/2021,Active
2321,P52100030987,Darsheel Group,Darsheel Luminare Heights,Ambegaon BK,Pune South,No,25/11/2021,Active
2322,P52100027123,Sai Atharva Group,Sai Atharva Kundan Altura,Chikhali,Pimpri Chinchwad,No,26/11/2021,Active
2323,P52100031677,IAAN Associates,IAAN Legacy Woods,Dehu road,Pimpri Chinchwad,No,26/11/2021,Active
2324,P52100030790,Magnum Developers,Magnum  Aurora,Wagholi,Pune East,No,29/11/2021,Sold Out
2325,P52100028689,Vastu Developers,Vastu Shilp,Talegaon Dabhade,Pimpri Chinchwad,No,29/11/2021,Active
2326,P52100027438,Vastu Developers,Vastu Rajyog,Talegaon Dabhade,Pimpri Chinchwad,No,30/11/2021,Active
2327,P52100029284,Kesar Group,Kesar High Street,Moshi,Pimpri Chinchwad,No,30/11/2021,Active
2328,P52100025846( OC Received),Swastik Infrastructures,Swastik Varad Viraj,Dhayari,Pune South,No,30/11/2021,Sold Out
2329,P52100027684,Kanha Properties,Kanha Vrundavan Heritage,Saswad,Pune South,No,30/11/2021,Active
2330,P52100011809(OC Received),Shraddha Sankul,Shraddha Nath Residency,Dighi,Pimpri Chinchwad,No,1/12/2021,Active
2331,P52100030783,"Pawar Buildcon,VSK Group",Pawar Insperia,Ghorpadi,Pune East,No,1/12/2021,Sold Out
2332,P52100031791,Godrej Properties,Godrej Meadows,Mahalunge,Pune West,No,2/12/2021,Sold Out
2333,P52100030849,Mahalaxmi Enterprises,Sky Homes,Tathawade,Pune West,No,2/12/2021,Inactive
2334,P52100029163,Tirupati Developer,Tirupati Nakshatra,Narhe,Pune South,No,2/12/2021,Sold Out
2335,P52100031816,"Shree Samarth Spaces, Nivasa Group",Nivasa Elevia Phase I,Keshav Nagar,Pune East,No,3/12/2021,Active
2336,P52100031983,Ravima Ventures,Ravima Newton Homes,Tathawade,Pune West,No,6/12/2021,Active
2337,P52100031769,Gangotree Greenbuild,Gangotree Chandrahas,Shivaji Nagar,Pune Center,No,6/12/2021,Sold Out
2338,P52100004605,"Sonigara homes, S K Buildcon, Krishna Rama Properties",Sonigara Homes Indraa Park,Ravet,Pune West,No,7/12/2021,Sold Out
2339,P52100030369,M/S Rajendra Bhosale & Associates,Rajendra Bhosale Cherish,Nigdi,Pimpri Chinchwad,No,7/12/2021,Sold Out
2340,P52100004157,Asian Realty,Riva,Undri,Pune South,No,8/12/2021,Inactive
2341,P52100026859,Royal Developers,Royal Hill Crest Phase II,Ravet,Pune West,No,8/12/2021,Active
2342,P52100026687,Buttepatil Properties,Buttepatil Gulab Court,Shivaji Nagar,Pune Center,No,9/12/2021,Sold Out
2343,P52100032030,Prabhas Realty,Prabhas The Sky Tower,Ravet,Pune West,No,9/12/2021,Sold Out
2344,P52100031774,BG Associates,BG Vrundavan Park,Dehu,Pimpri Chinchwad,No,10/12/2021,Active
2345,P52100032093,"Kolte Patil Developers, Amco Landmark Realty",Kolte Patil Equa,Wagholi,Pune East,No,10/12/2021,Active
2346,P52100031813( OC Received),Balaji Buildcon,Balaji Serenity,Mahalunge,Pune West,No,13/12/2021,Active
2347,P52100018550,B U Bhandari Landmarks,B U Bhandari Manek Regency,Nana Peth,Pune Center,No,14/12/2021,Inactive
2348,P52100002704,Bharucha & Sons Realtors & Developers Pvt Ltd,Bharucha Collina,Jambhul,Pimpri Chinchwad,No,14/12/2021,Sold Out
2349,P52100032169,"Sonigara Corp,Garve",Sonigara 57 Midtown,Wakad,Pune West,No,16/12/2021,Sold Out
2350,P52100031347,Siddhivinayak Associates,Siddhivinayak Serenity,Talegaon Dabhade,Pimpri Chinchwad,No,16/12/2021,Sold Out
2351,P52100029148,"Parmaz Green Realty LLP,Poloroche",Parmaz Green Casa Elanza,Keshav Nagar,Pune East,No,17/12/2021,Active
2352,P52100003653(OC Received ),Marvel Realtors,Marvel Piazza,Viman Nagar,Pune East,No,17/12/2021,Active
2353,P52100032022,Kumar Properties,Kumar Codename Fireworks (Kumar Parc Residences),Hadapsar,Pune East,No,17/12/2021,Active
2354,"P52100031008,P52100032380",Pride Group,Pride Wellington,Charholi Budruk,Pimpri Chinchwad,No,20/12/2021,Active
2355,P52100031556,"VTP Realty,Prassana Developers",VTP Verve,Baner,Pune West,No,20/12/2021,Sold Out
2356,P52100029803,Shriram Associates,Shriram Vivaan Park,Lohegaon,Pune East,No,21/12/2021,Sold Out
2357,P52100023631,Sai Nandan Group,Ramana Primavista,Dhayari,Pune South,No,21/12/2021,Inactive
2358,"P52100025681(OC Received ),P52100025655(OC Received ),P52100050453",Rohan Builders,Rohan Abhilasha 3,Wagholi,Pune East,No,22/12/2021,Active
2359,P52100031792,Kakkad Group,Kakkad  Bella Casa,Ambegaon BK,Pune South,No,22/12/2021,Sold Out
2360,P52100001521,Marvel Realtors,Marvel Aquanas,Kharadi,Pune East,No,23/12/2021,Active
2361,P52100001711 (OC Received),Marvel Realtors ,Marvel Basilo,Koregaon Park,Pune East,No,23/12/2021,Inactive
2362,P52100031007,Pride Group,Pride Atlantic,Charholi Budruk,Pimpri Chinchwad,No,23/12/2021,Sold Out
2363,P52100017441OC Received),Hublikar Rathi Constructions,Hublikar RathiAmber Society,Shukrawar Peth,Pune Center,No,27/12/2021,Sold Out
2364,P52100029727,Manasi Buildcon,Manasi Residency,Kondhwa Budruk,Pune South,No,27/12/2021,Sold Out
2365,P52100032195,Maheshwaram Associates,Maheshwaram Majestic,Ravet,Pune West,No,30/12/2021,Active
2366,P52100030962,Pankaj Constructions,Pankaj Mangal Kalash,Ravet,Pune West,No,3/1/2022,Active
2367,P52100008192,"Kool Homes,Repton Properties Private Limited",Kool Homes Solitaire,Kondhwa,Pune South,No,3/1/2022,Active
2368,P52100023329,Linux Group,Linux Viento,Pashan,Pune West,No,3/1/2022,Sold Out
2369,P52100031692,NB Bhondve Promotors,NB Bhondve Bhalchandra Prospera,Ravet,Pune West,No,4/1/2022,Sold Out
2370,P52100032086,Kohinoor Group,Kohinoor Viva City,Dhanori,Pune East,No,4/1/2022,Sold Out
2371,P52100020489(OC Received),Nirmitee Infra,Nirmitee Woods,Kothrud,Pune Center,No,4/1/2022,Sold Out
2372,P52100024786,Shree Shankeshwar Properties,Shankeshwar Gravity,Moshi,Pimpri Chinchwad,No,5/1/2022,Active
2373,P52100030672,Om Developrs,Om Yashodham,Ravet,Pune West,No,5/1/2022,Active
2374,"P52100005822,P52100005823(OC Received)",Windows Societies,Windows CHS,Sus,Pune West,No,5/1/2022,Sold Out
2375,P52100029514(OC Received),Shree Laxmi Balaji Developers,Shree Laxmi Saptagiri Heights,Lohegaon,Pune East,No,6/1/2022,Active
2376,P52100010815(OC Received),Nilharsh Projects,Nilharsh Dwarka,Ravet,Pune West,No,6/1/2022,Active
2377,P52100031554,Shree Sonigara Developers,Sonigara Estilo,Tathawade,Pune West,No,6/1/2022,Sold Out
2378,P52100031934(OC Received),NDG Projects,NDG Ananta,Kothrud,Pune Center,No,10/1/2022,Sold Out
2379,P52100031675(OC Received),Gurukrupa Buildcon,Gurukrupa Platinum,Ravet,Pune West,No,10/1/2022,Sold Out
2380,P52100031863,Aqura Builder & Developer Pvt Ltd,Aqura Pride,Nanded,Pune South,No,11/1/2022,Active
2381,P52100031666,Vishal Properties,Vishal Leela Heights,Wakad,Pune West,No,11/1/2022,Active
2382,P52100031549,"BT Taras,Aashman Group",BT Taras Golden Nest,Dehu Road,Pimpri Chinchwad,No,12/1/2022,Active
2383,"P52100006429,P52100019933",Nagarkar Developers,Nagarkar Natures Blessings,Gorhe Bk,Pune South,No,12/1/2022,Active
2384,P52100031126,Shital Spaces Llp,Shital Spaces Tanishka Homes,Ravet,Pune West,No,14/01/2022,Active
2385,P52100029911(OC Received),Saikrupa Associates,Saikrupa Springnest        ,Karve Nagar,Pune Center,No,14/01/2022,Sold Out
2386,P52100032170,Ranjeet Khandge,Ranjeet Khandge Aastha Residency,Talegaon Dabhade,Pimpri Chinchwad,No,17/01/2022,Sold Out
2387,P52100032368,Jhamtani Group,Jhamtani Ace Abode,Ravet,Pune West,No,17/01/2022,Sold Out
2388,P52100032209,Vision Infra Buildcon,Vision Infra Vrundawan Residency,Kolwadi,Pune East,No,18/01/2022,Active
2389,P52100032179,Sadguru Guru Krupa Developers,Sadguru Prasad,Hinjawadi,Pune West,No,18/01/2022,Inactive
2390,P52100018637,Namrata Group,Namrata 11 Bodhi Street (Namrata Magic),Pimple Saudagar,Pimpri Chinchwad,No,19/01/2022,Sold Out
2391,P52100031920,Jagadguru Developers,Jagadguru Prima Glide Park,Lohegaon,Pune East,No,19/01/2022,Sold Out
2392,P52100032483,Unique Properties,Unique Youtopia,Kharadi,Pune East,No,20/01/2022,Sold Out
2393,P52100031768,Pride Purple Properties,Pride Purple Park Titan,Hinjawadi,Pune West,No,20/01/2022,Sold Out
2394,P52100031742,Pinnacle Properties,Pinnacle Horizon,Moshi,Pimpri Chinchwad,No,21/01/2022,Active
2395,P52100032394,Yashada Realty Group,Yashada Supreme,Alandi,Pimpri Chinchwad,No,21/01/2022,Active
2396,"P52100032428,P52100032794","Godrej Properties,Manjari Housing Projects LLP",Godrej Sky Greens (Rivergreens),Manjri,Pune East,No,21/01/2022,Sold Out
2397,P52100032077,Supreme vision ventures,Supreme 7 skye,Baner,Pune West,No,10/1/2022,Sold Out
2398,P52100032160,Avdhoot,Avdhoot Shree Dattaleela,Shivaji Nagar,Pune Center,No,10/1/2022,Active
2399,P52100032163,Anandtara Group,Anandtara Silicon Bay Phase III,Wadgaon Sheri,Pune East,No,11/1/2022,Sold Out
2400,P52100032277,Gokhale Constructions,Gokhale Ayodhyanagar                ,Kothrud,Pune Center,No,11/1/2022,Active
2401,"P52100026761,P52100049452",DR Gavhane Destinations,Destination El Progreso,Chikhali Moshi Spine-Road,Pimpri Chinchwad,No,12/1/2022,Active
2402,P52100026105,Ranjekar Realty,Ranjekar Drumdal,Shivaji Nagar,Pune Center,No,12/1/2022,Active
2403,P52100016509 (OC Received),Namrata Group,Namrata Eco Valley Plus,Khadkale,Pimpri Chinchwad,No,12/1/2022,Active
2404,P52100032572,Skyrise Ventures LLP,Skyrise Ventures Sparkle,Dhanori,Pune East,No,13/01/2022,Active
2405,P52100032415,Menlo Realty,Menlo Homes Kharadi Next Phase 2,Wagholi,Pune East,No,13/01/2022,Active
2406,P52100032395,Adimaya Properties,Adimaya Gravitas Residency,Ravet,Pune West,No,14/01/2022,Active
2407,P52100032351,Jagdale Infra,Jagdale The River Nest,Parvati,Pune Center,No,14/01/2022,Active
2408,P52100032378,"Vishwatmak Realtors,My A One Group",Vishwatmak Pooja Apartment Condominium,Erandwane,Pune Center,No,17/01/2022,Active
2409,P52100032462,Triaa Lifespaces LLP,Triaa Kosmic Kourtyard Phase 1,Wagholi,Pune East,No,19/01/2022,Active
2410,P52100008268 (OC Received),Kudale Sable Builders,Kudale Abhilasha,Shikrapur,Pune East,No,24/01/2022,Sold Out
2411,P52100025388,Vastu Construction,Vastushree,Katraj,Pune South,No,24/01/2022,Inactive
2412,P52100032319,New Front Group,New Front Kanak Kunj,Parvati,Pune South,No,25/01/2022,Active
2413,P52100030251,Mangaldeep Associates,Mangaldeep 15 M Street,Rahatani,Pune West,No,25/01/2022,Active
2414,"P52100032749,P52100009712 (OC Received),P52100011768 (OC Received),P52100026486",Venkatesh Construction,Venkatesh Nandanvan,Saswad,Pune South,No,28/01/2022,Active
2415,P52100024964,Shapoorji Pallonji,Shapoorji Sensorium Phase II,Hinjawadi,Pune West,No,31/01/2022,Active
2416,P52100022419,Sohanlal Shankarlal Vishnoi/VCC,Vaiga,Chinchwad,Pimpri Chinchwad,No,31/01/2022,Inactive
2417,P52100031950,Kishor Developers,Kishor Platinum Royale,Wakad,Pune West,No,31/01/2022,Active
2418,P52100032539,Tirupati Developer,Tirupati Shree,Dhanori,Pune East,No,31/01/2022,Sold Out
2419,P52100031299,Sukhwani Chawla Constructions,Sukhwani Kingsley,Thergaon,Pimpri Chinchwad,No,31/01/2022,Active
2420,P52100031757,Marne Group,Marne Maithili Square,Ravet,Pune West,No,31/01/2022,Active
2421,P52100032744,Gurudatta Developers,Gurudatta Shelar Beldare Square,Ambegaon BK,Pune South,No,7/2/2022,Sold Out
2422,P52100028074,Rudra Developers,Rudra Krishna Vijay,Hadapsar,Pune East,No,10/2/2022,Active
2423,P52100031835,"Shiv World,Shubh Housing",Shiv World Shiv zen world phase III,Manjari BK,Pune East,No,1/2/2022,Active
2424,P52100026434,Venkatesh Construction,Venkatesh solid,Saswad,Pune South,No,1/2/2022,Active
2425,P52100003327,SN Pote Construction,SN Pote Kinjal Pristine,Kiwale,Pune West,No,3/2/2022,Active
2426,P52100024906,Balkrishna Associate,Balkrishna Residency 2,Kondhwa BK,Pune South,No,5/2/2022,Sold Out
2427,P52100030603,SSD Group,SSD Sai Luxuria,Rahatani,Pune West,No,8/2/2022,Sold Out
2428,P52100032942,AR Realty,AR Imperia,Wakad,Pune West,No,12/2/2022,Sold Out
2429,P52100031323,Atria Constructions,Atria Dhanashree Aanand 2,Handewadi Chowk,Pune South,No,14/02/2022,Sold Out
2430,P52100022423,RS Developer,RS Dream City,Chinchwad,Pimpri Chinchwad,No,14/02/2022,Active
2431,P52100029044,Yash Builders,Yash Jisha Orchid ,Rahatani,Pune West,No,15/02/2022,Sold Out
2432,"P52100032629,P52100032631",Shree Venkatesh Buildcon,Venkatesh Erandwane Central,Erandwane,Pune Center,No,16/02/2022,Active
2433,P52100030618,Kshitej Realtors,Kshitej 24 Life Blooms,Punawale,Pune West,No,17/02/2022,Active
2434,P52100031652,Buttepatil Properties,Buttepatil Gulab Srushti,Kothrud,Pune Center,No,17/02/2022,Active
2435,P52100031272,SS Constructions and developers ,SS Kumar Mangalam,Lohegaon,Pune East,No,16/02/2022,Sold Out
2436,OC Received,Kolte Patil Developers,Kolte Patil Misty Moors ,Undri,Pune South,No,17/02/2022,Sold Out
2437,P52100032878,Pride Properties/Badhekar Group,Pride Vaibhavshree,Kothrud,Pune Center,No,17/02/2022,Active
2438,P52100032178,Siddhashila Promoters & Developers,Samaira,Gultekdi,Pune Center,No,17/02/2022,Inactive
2439,P52100032356,Vision Developers & Builders & Relation Real tech Pvt Ltd,Vision Bliss County,Kokane Chowk,Pune West,No,18/02/2022,Active
2440,P52100032645,Osian Realty,Osian Divino,Salisbury Park,Pune Center,No,18/02/2022,Active
2441,P52100028775,Vastu Developers,Vastu Savali,Talegaon Dabhade,Pimpri Chinchwad,No,21/02/2022,Active
2442,P52100033225,Gokhale Constructions,Gokhale Gurukrupa,Parvati,Pune Center,No,21/02/2022,Active
2443,P52100033011,City One Developers,Cityone Skyve,Kiwale,Pune West,No,21/02/2022,Active
2444,"P52100025343, P52100025342, P52100025345, P52100025344","Provident Housing Limited,Puravankara Limited",Provident Kenvista,Kondhwa,Pune South,No,22/02/2022,Inactive
2445,"P52100032431,P52100032839,P52100033088,P52100032850",K Raheja Corp,Raheja Sterling,Mohammed Wadi,Pune South,No,22/02/2022,Active
2446,P52100032688,Kiran Developers,Kiran Sky Pavilion,Katraj,Pune South,No,23/02/2022,Active
2447,P52100031773,Sentosa Developers,Sentosa Ekam,Punawale,Pune West,No,23/02/2022,Active
2448,P52100030203,Aswani Associates,Aswani Miravet District,Ravet,Pune West,No,24/02/2022,Active
2449,P52100033502,"Nandan Developers,Urbanista Realtors",Nandan Vatsalya Puram,Kothrud,Pune Center,No,24/02/2022,Sold Out
2450,"P52100032682,P52100047727","Nyati Construction Private Limited,Nyati Group",Nyati Era ,Lohegaon,Pune East,No,25/02/2022,Active 
2451,P52100033217,Matrix Associates & Adi Group,Adi Elementis,Nigdi,Pimpri Chinchwad,No,25/02/2022,Active 
2452,P52100033321,Shree Venkatesh Group,Shree Venkatesh Mi Casa Primaliva,Hadapsar,Pune East,No,28/02/2022,Sold Out
2453,P52100032612(OC Received),GPL Sankalp Associates,GPL Audumber Wing B,Warje,Pune South,No,28/02/2022,Sold Out
2454,P52100030862,GK Associates,GK Aarcon,Punawale,Pune West,No,28/02/2022,Active
2455,P52100009533 (OC Received),VTP Realty,VTP Beaumonde,Manjri Khurd,Pune East,No,2/3/2022,Sold Out
2456,P52100000498 (OC Received),Aqura Builder & Developer Pvt Ltd,Aqura Paradise,Shivaji Nagar,Pune Center,No,3/3/2022,Sold Out
2457,P52100032695,Raahi Group,Raahi Kasturi,Charholi Budruk,Pimpri Chinchwad,No,3/3/2022,Active
2458,P52100032021,Vighnaharta Group,Vighnaharta Life Canvas,Mamurdi,Pimpri Chinchwad,No,4/3/2022,Active
2459,P52100026581,Royal Developers,Royal Castle,Lohegaon,Pune East,No,4/3/2022,Sold Out
2460,P52100006491,Krishna Ganga Promoters & Developers,Krishna Ganga Venkatesh Ganga,Pashan,Pune West,No,7/3/2022,Sold Out
2461,P52100023367,SP Builders,SP Vihar,Undri,Pune South,No,7/3/2022,Sold Out
2462,"P52100024551,P52100023473",VTP Realty ,VTP Cygnus,Manjari,Pune East,No,9/3/2022,Sold Out
2463,P52100033046,Pandit Javdekar,Pandit Javdekar Dharmesh,Shivaji Nagar,Pune Center,No,9/3/2022,Active
2464,P52100033612,Jay Ganesh Buildcon,Jay Ganesh Yogamrut,Ambegaon BK,Pune South,No,10/3/2022,Active
2465,P52100007943(Oc received),VTP Realty,VTP Alpine,Mahalunge,Pune West,No,10/3/2022,Sold Out
2466,P52100032862,Buttepatil Properties,Buttepatil Gulab Shilp,Warje,Pune South,No,11/3/2022,Active
2467,P52100032003,Kalbhor Buildcon India LLP,Kalbhor Aurum Petals,Pimple Nilakh,Pune West,No,11/3/2022,Active
2468,P52100032575,Nexus Groups,Nexus Atrium,Moshi,Pimpri Chinchwad,No,14/03/2022,Sold Out
2469,P52100032967,Sanjay Wadekar Group & Om Construction,Sanjay Wadekar Ishwari Residency,Saswad,Pune South,No ,14/03/2022,Sold Out
2470,P52100032686,Nanded City Development & Construction Co Ltd,Nanded City Sur At Nanded City,Nanded,Pune South,No,15/03/2022,Sold Out
2471," P52100033122,P52100004583",Laxmi Developments,Laxmi Emerald,Lohegaon,Pune East,No,15/03/2022,Active
